ubioID,tsnID,class,order,family,primula,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,vernacularName,changed
445755,14791,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,longidens,,species,(Lindb.) Macoun,,0
445758,14794,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,obtusa,,species,(Lindb.) A. Evans,,0
445760,14798,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,pellucida,,species,R.M. Schust.,,0
445761,14800,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,perssonii,,species,H. Buch & S.W. Arnell,,0
445762,14801,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,polaris,,species,(R.M. Schust.) R.M. Schust. & Damsh.,,0
445765,14805,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,rubrigemma,,species,R.M. Schust.,,0
445766,14806,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,rutheana,,species,(Limpr.) M. Howe,,0
445767,14809,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,subapiculata,,species,R.M. Schust. & Damsh.,,0
445768,14810,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,sudetica,,species,(Nees ex Huebener) Grolle,,0
445769,14811,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,ventricosa,,species,(Dicks.) Dumort.,,0
445776,14820,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,wenzelii,,species,(Nees) Steph.,,0
445779,14824,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrepta,,,genus,,,0
445779,14825,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrepta,orcadensis,,species,(Hook.) Schiffn.,,0
445781,14826,Hepaticopsida,Jungermanniales,Jungermanniaceae,Tritomaria,,,genus,,,0
445782,14827,Hepaticopsida,Jungermanniales,Jungermanniaceae,Tritomaria,exsecta,,species,(Schrad.) Loeske,,0
445783,14828,Hepaticopsida,Jungermanniales,Jungermanniaceae,Tritomaria,exsectiformis,,species,(Breidl.) Loeske,,0
445786,14832,Hepaticopsida,Jungermanniales,Jungermanniaceae,Tritomaria,heterophylla,,species,R.M. Schust.,,0
445787,14833,Hepaticopsida,Jungermanniales,Jungermanniaceae,Tritomaria,polita,,species,(Nees) Jorg.,,0
445790,14838,Hepaticopsida,Jungermanniales,Jungermanniaceae,Tritomaria,quinquedentata,,species,(Huds.) H. Buch,,0
445794,14842,Hepaticopsida,Jungermanniales,Jungermanniaceae,Tritomaria,scitula,,species,(Taylor) Jorg.,,0
445795,14843,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrophyllum,,,genus,,,0
445795,14844,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrophyllum,assimile,,species,(Mitt.) Steph.,,0
445795,14847,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrophyllum,donianum,,species,(Hook.) Schiffn.,,0
445798,14848,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrophyllum,helleranum,,species,(Nees) R.M. Schust.,,0
445799,14854,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrophyllum,michauxii,,species,(F. Weber) H. Buch ex A. Evans,,0
445795,14857,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrophyllum,minutum,,species,(Schreb.) R.M. Schust.,,0
445801,14859,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrophyllum,minutum,minutum,variety,(Schreb.) R.M. Schust.,,0
445802,14861,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrophyllum,minutum,grandis,variety,(Schreb.) R.M. Schust.,,0
445795,14865,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrophyllum,saxicola,,species,(Schrad.) R.M. Schust.,,0
445795,14867,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrophyllum,sphenoloboides,,species,R.M. Schust.,,0
445795,14868,Hepaticopsida,Jungermanniales,Jungermanniaceae,Anastrophyllum,tenue,,species,H. Williams,,0
445806,14869,Hepaticopsida,Jungermanniales,Jungermanniaceae,Gymnocolea,,,genus,,,0
445807,14870,Hepaticopsida,Jungermanniales,Jungermanniaceae,Gymnocolea,acutiloba,,species,(Schiffn.) Mull. Frib.,,0
445808,14872,Hepaticopsida,Jungermanniales,Jungermanniaceae,Gymnocolea,inflata,,species,(Huds.) Dumort.,,0
445811,14875,Hepaticopsida,Jungermanniales,Jungermanniaceae,Sphenolobopsis,,,genus,,,0
445812,14876,Hepaticopsida,Jungermanniales,Jungermanniaceae,Sphenolobopsis,pearsonii,,species,(Spruce) R.M. Schust.,,0
445813,14879,Hepaticopsida,Jungermanniales,Jungermanniaceae,Mylia,,,genus,,,0
445814,14880,Hepaticopsida,Jungermanniales,Jungermanniaceae,Mylia,anomala,,species,(Hook.) A. Gray,,0
445815,14881,Hepaticopsida,Jungermanniales,Jungermanniaceae,Mylia,taylorii,,species,(Hook.) A. Gray,,0
445816,14882,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jamesoniella,,,genus,,,0
445817,14883,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jamesoniella,autumnalis,,species,(DC.) Steph.,,0
445821,14888,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jamesoniella,undulifolia,,species,(Nees) Mull. Frib.,,0
445822,14889,Hepaticopsida,Jungermanniales,Jungermanniaceae,Nardia,,,genus,,,0
445823,14890,Hepaticopsida,Jungermanniales,Jungermanniaceae,Nardia,breidleri,,species,(Limpr.) Lindb.,,0
445824,14891,Hepaticopsida,Jungermanniales,Jungermanniaceae,Nardia,compressa,,species,(Hook.) A. Gray,,0
445825,14892,Hepaticopsida,Jungermanniales,Jungermanniaceae,Nardia,geoscyphus,,species,(De Not.) Lindb.,,0
445828,14895,Hepaticopsida,Jungermanniales,Jungermanniaceae,Nardia,insecta,,species,Lindb.,,0
445829,14897,Hepaticopsida,Jungermanniales,Jungermanniaceae,Nardia,lescurii,,species,(Austin) Underw.,,0
445830,14898,Hepaticopsida,Jungermanniales,Jungermanniaceae,Nardia,scalaris,,species,A. Gray,,0
445833,14902,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,,,genus,,,0
445834,14903,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,atrovirens,,species,Dumort.,,0
445835,14907,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,caespiticia,,species,Lindenb.,,0
445836,14909,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,confertissima,,species,Nees,,0
445837,14914,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,crenuliformis,,species,Austin,,0
445838,14917,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,evansii,,species,Vana,,0
445839,14920,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,exsertifolia,,species,Steph.,,0
445843,14926,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,fossombronioides,,species,Austin,,0
445844,14929,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,gracillima,,species,Sm.,,0
445849,14944,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,leiantha,,species,Grolle,,0
445850,14946,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,obovata,,species,Nees,,0
445851,14949,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,polaris,,species,Lindb.,,0
445852,14955,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,pumila,,species,With.,,0
445853,14959,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,pyriflora,,species,Steph.,,0
445857,14969,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,rubra,,species,Gottsche ex Underw.,,0
445858,14973,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,sphaerocarpa,,species,Hook.,,0
445859,14979,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,subelliptica,,species,(Lindb. ex Kaal.) Levier,,0
445860,14982,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,subulata,,species,A. Evans,,0
445861,14984,Hepaticopsida,Jungermanniales,Jungermanniaceae,Jungermannia,hyalina,,species,Lyell,,0
445862,14986,Hepaticopsida,Jungermanniales,Jungermanniaceae,Cryptocolea,,,genus,,,0
445863,14987,Hepaticopsida,Jungermanniales,Jungermanniaceae,Cryptocolea,imbricata,,species,R.M. Schust.,,0
445866,14990,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,,,genus,,,0
445867,14991,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,alpina,,species,(Gottsche ex Limpr.) Bernet,,0
445868,14992,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,arctica,,species,(Berggr.) Bryhn & Kaal.,,0
445869,14995,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,boeckii,,species,(Austin) Lindb. ex Kaal.,,0
445870,14997,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,bolanderi,,species,(Austin) Underw.,,0
445871,14998,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,brevissima,,species,(Dumort.) Grolle,,0
445872,15000,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,commutata,,species,(Limpr.) Bernet,,0
445873,15001,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,condensata,,species,(�ngstr.) Schiffn.,,0
445874,15002,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,emarginata,,species,(Ehrh.) Dumort.,,0
445878,15008,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,funckii,,species,(F. Weber & D. Mohr) Dumort.,,0
445879,15009,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,paroica,,species,R.M. Schust.,,0
445880,15010,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,revoluta,,species,(Nees) Dumort.,,0
445881,15012,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,sparsifolia,,species,(Lindb.) Dumort.,,0
445882,15013,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Marsupella,sphacelata,,species,(Gieseke) Dumort.,,0
445886,15020,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Gymnomitrion,,,genus,,,0
445887,15021,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Gymnomitrion,apiculatum,,species,(Schiffn.) Mull. Frib.,,0
445888,15023,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Gymnomitrion,concinnatum,,species,(Lightf.) Corda,,0
445890,15025,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Gymnomitrion,laceratum,,species,(Steph.) Horik.,,0
445891,15028,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Gymnomitrion,obtusum,,species,(Lindb.) Pears.,,0
445892,15029,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Gymnomitrion,pacificum,,species,Grolle,,0
445895,15033,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Prasanthus,,,genus,,,0
445896,15034,Hepaticopsida,Jungermanniales,Gymnomitriaceae,Prasanthus,suecicus,,species,(Gottsche) Lindb.,,0
445899,15037,Hepaticopsida,Jungermanniales,Scapaniaceae,Douinia,,,genus,,,0
445900,15038,Hepaticopsida,Jungermanniales,Scapaniaceae,Douinia,ovata,,species,(Dicks.) H. Buch,,0
445901,15039,Hepaticopsida,Jungermanniales,Scapaniaceae,Diplophyllum,,,genus,,,0
445902,15040,Hepaticopsida,Jungermanniales,Scapaniaceae,Diplophyllum,albicans,,species,(L.) Dumort.,,0
445903,15041,Hepaticopsida,Jungermanniales,Scapaniaceae,Diplophyllum,andrewsii,,species,A. Evans,,0
445904,15042,Hepaticopsida,Jungermanniales,Scapaniaceae,Diplophyllum,apiculatum,,species,(A. Evans) Steph.,,0
445907,15045,Hepaticopsida,Jungermanniales,Scapaniaceae,Diplophyllum,imbricatum,,species,(M. Howe) Mull. Frib.,,0
445908,15048,Hepaticopsida,Jungermanniales,Scapaniaceae,Diplophyllum,microdontum,,species,(Mitt.) H. Buch,,0
445909,15050,Hepaticopsida,Jungermanniales,Scapaniaceae,Diplophyllum,obtusatum,,species,(R.M. Schust.) R.M. Schust.,,0
445910,15051,Hepaticopsida,Jungermanniales,Scapaniaceae,Diplophyllum,obtusifolium,,species,(Hook.) Dumort.,,0
445911,15052,Hepaticopsida,Jungermanniales,Scapaniaceae,Diplophyllum,plicatum,,species,Lindb.,,0
445912,15054,Hepaticopsida,Jungermanniales,Scapaniaceae,Diplophyllum,taxifolium,,species,(Wahlenb.) Dumort.,,0
445916,15058,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,,,genus,,,0
445917,15059,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,aequiloba,,species,(Schwagr.) Dumort.,,0
445918,15060,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,americana,,species,Mull. Frib.,,0
445919,15063,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,apiculata,,species,Spruce,,0
445920,15064,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,bolanderi,,species,Austin,,0
445921,15065,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,brevicaulis,,species,Taylor,,0
445922,15067,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,calcicola,,species,(Arnell & J. Perss.) Ingham,,0
445923,15068,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,carinthiaca,,species,J.B. Jack ex Lindb.,,0
445924,15069,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,compacta,,species,(Roth) Dumort.,,0
445925,15070,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,crassiretis,,species,Bryhn,,0
445926,15071,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,curta,,species,(Mart.) Dumort.,,0
445930,15075,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,cuspiduligera,,species,(Nees) Mull. Frib.,,0
445933,15078,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,degenii,,species,Schiffn. ex Mull. Frib.,,0
445936,15081,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,glaucocephala,,species,(Taylor) Austin,,0
445937,15083,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,gymnostomophila,,species,Kaal.,,0
445938,15086,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,hyperborea,,species,Jorg.,,0
445939,15087,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,invisa,,species,R.M. Schust.,,0
445940,15088,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,irrigua,,species,(Nees) Gottsche & Lindenb. & Nees,,0
445943,15091,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,kaurinii,,species,Ryan,,0
445944,15092,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,lingulata,,species,H. Buch,,0
445947,15097,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,massalongi,,species,(Mull. Frib.) Mull. Frib.,,0
445948,15098,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,mucronata,,species,H. Buch,,0
445952,15103,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,obcordata,,species,(Berggr.) S.W. Arnell,,0
445953,15107,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,obscura,,species,(Arnell & C.E.O. Jensen) Schiffn.,,0
445954,15108,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,paludicola,,species,Loeske & Mull. Frib.,,0
445958,15112,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,paludosa,,species,(Mull. Frib.) Mull. Frib.,,0
445959,15113,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,paradoxa,,species,R.M. Schust.,,0
445960,15114,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,parvifolia,,species,Warnst.,,0
445961,15115,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,perssonii,,species,R.M. Schust.,,0
445962,15116,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,pulcherrima,,species,R.M. Schust.,,0
445963,15117,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,saxicola,,species,R.M. Schust.,,0
445964,15118,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,scandica,,species,(Arnell & H. Buch) Macvicar,,0
445967,15121,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,serrulata,,species,R.M. Schust.,,0
445968,15122,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,simmonsii,,species,Bryhn & Kaal.,,0
445969,15123,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,spitzbergensis,,species,(Lindb.) Mull. Frib.,,0
445970,15125,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,subalpina,,species,(Nees) Dumort.,,0
445971,15128,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,tundrae,,species,(Arnell) H. Buch,,0
445972,15129,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,uliginosa,,species,(Sw. ex Lindenb.) Dumort.,,0
445973,15130,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,umbrosa,,species,(Schrad.) Dumort.,,0
445974,15131,Hepaticopsida,Jungermanniales,Scapaniaceae,Scapania,undulata,,species,(L.) Dumort.,,0
445983,15144,Hepaticopsida,Jungermanniales,Radulaceae,Radula,,,genus,,,0
445984,15145,Hepaticopsida,Jungermanniales,Radulaceae,Radula,auriculata,,species,Steph.,,0
445985,15146,Hepaticopsida,Jungermanniales,Radulaceae,Radula,australis,,species,Austin,,0
445986,15149,Hepaticopsida,Jungermanniales,Radulaceae,Radula,bolanderi,,species,Gottsche,,0
445987,15150,Hepaticopsida,Jungermanniales,Radulaceae,Radula,complanata,,species,(L.) Dumort.,,0
445988,15152,Hepaticopsida,Jungermanniales,Radulaceae,Radula,flaccida,,species,Lindenb. & Gottsche,,0
445989,15153,Hepaticopsida,Jungermanniales,Radulaceae,Radula,mollis,,species,Lindenb. & Gottsche,,0
445990,15155,Hepaticopsida,Jungermanniales,Radulaceae,Radula,obconica,,species,Sull.,,0
445991,15156,Hepaticopsida,Jungermanniales,Radulaceae,Radula,obtusiloba,,species,Steph.,,0
445994,15160,Hepaticopsida,Jungermanniales,Radulaceae,Radula,prolifera,,species,S.W. Arnell,,0
445995,15161,Hepaticopsida,Jungermanniales,Radulaceae,Radula,sullivantii,,species,Austin,,0
445996,15162,Hepaticopsida,Jungermanniales,Radulaceae,Radula,tenax,,species,Lindb.,,0
445997,15163,Hepaticopsida,Jungermanniales,Radulaceae,Radula,voluta,,species,Taylor,,0
446000,15166,Hepaticopsida,Jungermanniales,Pleuroziaceae,Pleurozia,,,genus,,,0
446001,15167,Hepaticopsida,Jungermanniales,Pleuroziaceae,Pleurozia,purpurea,,species,Lindb.,,0
266739,15171,Hepaticopsida,Jungermanniales,Porellaceae,Porella,,,genus,,,0
446006,15173,Hepaticopsida,Jungermanniales,Porellaceae,Porella,bolanderi,,species,(Austin) Pearson,,0
446007,15174,Hepaticopsida,Jungermanniales,Porellaceae,Porella,cordaeana,,species,(Huebener) Moore,,0
446008,15176,Hepaticopsida,Jungermanniales,Porellaceae,Porella,navicularis,,species,(Lehm. & Lindenb.) Lindb.,,0
446009,15178,Hepaticopsida,Jungermanniales,Porellaceae,Porella,pinnata,,species,L.,,0
446010,15180,Hepaticopsida,Jungermanniales,Porellaceae,Porella,platyphylla,,species,(L.) Pfeiff.,,0
446012,15183,Hepaticopsida,Jungermanniales,Porellaceae,Porella,roellii,,species,Steph.,,0
446013,15185,Hepaticopsida,Jungermanniales,Porellaceae,Porella,swartziana,,species,(Weber) Trevis.,,0
446014,15186,Hepaticopsida,Jungermanniales,Porellaceae,Porella,vernicosa,,species,Lindb.,,0
446017,15191,Hepaticopsida,Jungermanniales,Porellaceae,Ascidiota,,,genus,,,0
446019,15192,Hepaticopsida,Jungermanniales,Porellaceae,Ascidiota,blepharophylla,,species,C. Massal.,,0
446020,15194,Hepaticopsida,Jungermanniales,Porellaceae,Ascidiota,blepharophylla,alaskana,subspecies,C. Massal.,,0
446026,15200,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,,,genus,,,0
446027,15201,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,arietina,,species,Taylor,,0
446028,15203,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,bolanderi,,species,Austin,,0
446029,15204,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,brittoniae,,species,A. Evans,,0
446030,15205,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,californica,,species,(Austin) A. Evans,,0
446031,15206,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,catalinae,,species,A. Evans,,0
446032,15207,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,chilcootiensis,,species,Steph.,,0
446033,15208,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,cobrensis,,species,Gottsche ex Steph.,,0
446034,15209,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,cucullata,,species,Lindenb. & Gottsche,,0
446035,15210,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,donnellii,,species,Austin,,0
446036,15211,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,eboracensis,,species,Gottsche,,0
446037,15212,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,franciscana,,species,M. Howe,,0
446038,15213,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,gymnotis,,species,Nees & Mont.,,0
446039,15214,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,inflata,,species,Gottsche,,0
446040,15216,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,jackii,,species,Gottsche,,0
446041,15217,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,kunzei,,species,Lehm. & Lindenb.,,0
446042,15218,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,oakesiana,,species,Austin,,0
446043,15219,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,obcordata,,species,(Lehm. & Lindenb.) Lehm. & Lindenb.,,0
446044,15220,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,plana,,species,Sull.,,0
446045,15221,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,riparia,,species,Hampe ex Lehm.,,0
446046,15222,Hepaticopsida,Jungermanniales,Jubulaceae,Frullania,selwyniana,,species,Pearson,,0
1565,15232,Hepaticopsida,Jungermanniales,Jubulaceae,Jubula,,,genus,,,0
446061,15240,Hepaticopsida,Jungermanniales,Lejeuneaceae,Neurolejeunea,,,genus,,,0
446062,15241,Hepaticopsida,Jungermanniales,Lejeuneaceae,Neurolejeunea,breutelii,,species,(Gottsche) A. Evans,,0
446069,15248,Hepaticopsida,Jungermanniales,Lejeuneaceae,Lopholejeunea,,,genus,,,0
446070,15249,Hepaticopsida,Jungermanniales,Lejeuneaceae,Lopholejeunea,muelleriana,,species,(Gottsche) Schiffn.,,0
446071,15250,Hepaticopsida,Jungermanniales,Lejeuneaceae,Lopholejeunea,subfusca,,species,(Nees) Schiffn.,,0
446072,15252,Hepaticopsida,Jungermanniales,Lejeuneaceae,Caudalejeunea,,,genus,,,0
446073,15253,Hepaticopsida,Jungermanniales,Lejeuneaceae,Caudalejeunea,lehmanniana,,species,(Gottsche) A. Evans,,0
446074,15254,Hepaticopsida,Jungermanniales,Lejeuneaceae,Leucolejeunea,,,genus,,,0
446075,15255,Hepaticopsida,Jungermanniales,Lejeuneaceae,Leucolejeunea,clypeata,,species,(Schwein.) A. Evans,,0
446076,15256,Hepaticopsida,Jungermanniales,Lejeuneaceae,Leucolejeunea,conchifolia,,species,A. Evans,,0
446077,15257,Hepaticopsida,Jungermanniales,Lejeuneaceae,Leucolejeunea,unciloba,,species,(Lindenb.) A. Evans,,0
446078,15258,Hepaticopsida,Jungermanniales,Lejeuneaceae,Leucolejeunea,xanthocarpa,,species,(Lehm. & Lindenb.) A. Evans,,0
446081,15261,Hepaticopsida,Jungermanniales,Lejeuneaceae,Ceratolejeunea,,,genus,,,0
446083,15264,Hepaticopsida,Jungermanniales,Lejeuneaceae,Ceratolejeunea,cubensis,,species,(Mont.) Schiffn.,,0
446084,15265,Hepaticopsida,Jungermanniales,Lejeuneaceae,Ceratolejeunea,laetefusca,,species,(Austin) R.M. Schust.,,0
